Course,Title,A,B,C,D,F,P,N(P),W,I,Number,Professor
IE,Disaster Relief Logistics,0%,0%,0%,0%,0%,86%,0%,14%,0%,4040,"Song, Yongjia"
IE,Decision Support Systems,55%,18%,9%,2%,11%,0%,0%,4%,1%,4400,"Magagnotti, Mariah Soibhan"
IE,Transportation/Logistics E,88%,10%,2%,0%,0%,0%,0%,0%,0%,4570,"Tucker, Emily"
IE,Quality Engineering,66%,12%,18%,0%,3%,0%,0%,1%,0%,4610,"Liu, Di"
IE,Six Sigma Quality,25%,57%,17%,2%,0%,0%,0%,0%,0%,4620,"Kabadurmus, Ozgur"
IE,Facilities Planning & Desig,82%,11%,4%,2%,1%,0%,0%,0%,0%,4650,"Kurz, Mary Elizabeth"
IE,System Design II,68%,32%,0%,0%,0%,0%,0%,0%,0%,4670,"Messer, Jeffery B"
IE,Systems Modeling,65%,12%,13%,5%,4%,0%,0%,1%,0%,4820,"Kabadurmus, Ozgur"
IE,Human Factors Eng,32%,39%,16%,5%,4%,0%,0%,5%,0%,4880,"Cha, Jackie Soyoun"
IE,Cog. Sys. and Resilience En,68%,25%,5%,0%,0%,0%,0%,2%,0%,4910,"Hegde, Sudeep"
IE,Health Care Operation Mg,22%,26%,26%,17%,4%,0%,0%,4%,0%,4910,"Khademi, Amin"
IE,Transportation/Logistics E,85%,15%,0%,0%,0%,0%,0%,0%,0%,6570,"Tucker, Emily"
IE,Six Sigma Quality,47%,53%,0%,0%,0%,0%,0%,0%,0%,6620,"Kabadurmus, Ozgur"
IE,Systems Modeling,67%,33%,0%,0%,0%,0%,0%,0%,0%,6820,"Taaffe, Kevin M"
IE,Cog. Sys. and Resilience En,82%,18%,0%,0%,0%,0%,0%,0%,0%,6910,"Hegde, Sudeep"
IE,SC & Logistics Modeling I,70%,26%,0%,0%,0%,0%,0%,4%,0%,8540,"Ferrell, William G"
IE,Case Study Supply Chn & L,85%,15%,0%,0%,0%,0%,0%,0%,0%,8580,"Kabadurmus, Ozgur"
IE,Adv Methods of Operation,62%,8%,15%,0%,8%,0%,0%,8%,0%,8800,"Rahimian, Hamed"
IE,Optimization Under Uncert,46%,15%,23%,0%,0%,0%,0%,15%,0%,8850,"Song, Yongjia"
IE,Advanced Probabilistic Me,36%,50%,14%,0%,0%,0%,0%,0%,0%,8880,"Kharoufeh, Jeffrey Paul"
IE,REQD for HF:Methods Hu,17%,58%,25%,0%,0%,0%,0%,0%,0%,8930,"Srinivasan, Divya"
IE,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,9910,"Isik, Tugce"
INNO,CI - Zero Waste Event Plan,78%,0%,0%,0%,0%,0%,0%,22%,0%,3990,"Falta, Deborah Alma"
INNO,Media Forensics,86%,14%,0%,0%,0%,0%,0%,0%,0%,4990,"Linvill, Darren L"
INNO,CI -Watt Appl Artificial Inte,95%,0%,5%,0%,0%,0%,0%,0%,0%,4990,"Smith, Dane H"
INT,UPIC Internship PT 1,0%,0%,0%,0%,0%,84%,13%,3%,0%,1510,"Robinson, Lisa Marie"
INT,UPIC Internship PT 2,0%,0%,0%,0%,0%,90%,9%,1%,0%,1520,"Kelley-Hall, Caren"
INT,UPIC Internship PT 3,0%,0%,0%,0%,0%,78%,20%,2%,0%,1530,"Kelley-Hall, Caren"
INT,UPIC Internship PT 4,0%,0%,0%,0%,0%,84%,16%,0%,0%,1540,"Kelley-Hall, Caren"
INT,UPIC Internship FT 1,0%,0%,0%,0%,0%,92%,8%,0%,0%,2510,"Robinson, Lisa Marie"
INT,Graduate Student Internsh,0%,0%,0%,0%,0%,90%,10%,0%,0%,8010,"Neely, Brittany Paige"
IS,CCA International Experien,0%,0%,0%,0%,0%,80%,7%,13%,0%,1010,"Wilson, Meredith Fant"
ITAL,"ITAL1010Schmidt, Julia",73%,17%,5%,2%,0%,0%,0%,3%,0%,1010,"Schmidt, Julia"
ITAL,Intermediate Italian,25%,58%,13%,4%,0%,0%,0%,0%,0%,2010,"Schmidt, Julia"
ITAL,Intermediate Italian,47%,53%,0%,0%,0%,0%,0%,0%,0%,2020,"Schmidt, Julia"
JAPN,Elementary Japanese,53%,23%,10%,3%,3%,0%,0%,7%,0%,1010,"Saito, Kumiko"
JAPN,Elementary Japanese,32%,43%,14%,4%,4%,0%,0%,4%,0%,1020,"Saito, Satomi"
JAPN,Intermed Japanese,36%,45%,18%,0%,0%,0%,0%,0%,0%,2010,"Saito, Satomi"
JAPN,Japanese Lit in Translation,83%,17%,0%,0%,0%,0%,0%,0%,0%,4010,"Saito, Kumiko"
JAPN,Japanese Film,55%,32%,9%,0%,0%,0%,0%,5%,0%,4560,"Saito, Satomi"
JUST,Professional Development,55%,25%,10%,3%,7%,0%,0%,0%,0%,2050,"Britz, Margaret Tina"
JUST,The Criminal Justice Syste,57%,28%,8%,1%,4%,0%,0%,1%,0%,2880,"Britz, Margaret Tina"
JUST,Criminology,38%,21%,17%,7%,17%,0%,0%,0%,0%,2890,"Costello, Matthew John"
JUST,Criminal Law,54%,31%,4%,6%,2%,0%,0%,0%,2%,4280,"Hester, Rhys A"
JUST,CI in CJ: Gangsterism in Fil,74%,0%,11%,0%,16%,0%,0%,0%,0%,4860,"Britz, Margaret Tina"
JUST,Ethics in Criminal Justice,48%,42%,3%,0%,3%,0%,0%,3%,0%,4880,"Brooks, Nathanael Gordon"
JUST,Policing,71%,24%,0%,4%,0%,0%,0%,0%,0%,4910,"McLean, Kyle David"
JUST,Organized Crime,67%,17%,7%,4%,0%,0%,0%,4%,0%,4940,"Britz, Margaret Tina"
JUST,Crime & Justice Int Exchan,50%,38%,13%,0%,0%,0%,0%,0%,0%,4990,"Williams, Holly Verity"
JUST,Victimology,94%,2%,2%,0%,2%,0%,0%,0%,0%,4990,"Wyse, Catherine Anderson"
LAIB,Intro to Lang & Int'l Busine,0%,0%,0%,0%,0%,92%,0%,8%,0%,1270,"Takeuchi, Jae Allegra Dibello"
LANG,Introduction to World Cine,61%,22%,0%,9%,0%,0%,0%,9%,0%,2540,"Volkova, Olga Anatolyevna"
LANG,Intro Linguistics,38%,50%,0%,0%,0%,0%,0%,13%,0%,3000,"Smith, Daniel J"
LANG,Sel Top in International Fil,80%,8%,0%,0%,4%,0%,0%,0%,8%,4540,"Barattoni, Luca"
LARC,"LARC1160Nassar, Hala Fouad",30%,38%,15%,6%,6%,0%,0%,5%,0%,1160,"Nassar, Hala Fouad"
LARC,Basic Design II,62%,33%,0%,0%,5%,0%,0%,0%,0%,1520,"Browning, Lara Margaret Mutel"
LARC,Digital Design & Represent,76%,8%,0%,0%,4%,0%,0%,4%,8%,1580,"Abdouni, Lynn Mohammed"
LARC,Planting Design,88%,8%,4%,0%,0%,0%,0%,0%,0%,2150,"Browning, Lara Margaret Mutel"
LARC,Community Design Studio,75%,25%,0%,0%,0%,0%,0%,0%,0%,2550,"Powers, Matthew Neal"
LARC,Professional Practice,90%,7%,3%,0%,0%,0%,0%,0%,0%,2810,"Schurch, Thomas William"
LARC,Design Implementation II,60%,40%,0%,0%,0%,0%,0%,0%,0%,3620,"Nicolette, Matthew Lawrence"
LARC,Urban Design Studio,82%,18%,0%,0%,0%,0%,0%,0%,0%,4540,"Nassar, Hala Fouad"
LARC,Landscape Arch Exit Projec,58%,25%,8%,0%,0%,0%,0%,8%,0%,4550,"Padua, Mary G"
LARC,Landscape Arch Orientatio,60%,40%,0%,0%,0%,0%,0%,0%,0%,8020,"Nicolette, Matthew Lawrence"
LARC,Planting Design,50%,17%,33%,0%,0%,0%,0%,0%,0%,8150,"Browning, Lara Margaret Mutel"
LARC,Terminal Project,0%,0%,0%,0%,0%,100%,0%,0%,0%,8920,"Russell, Paul C"
LATN,Intermediate Latin,30%,40%,20%,0%,0%,0%,0%,10%,0%,2020,"Tuite, Kenneth Michael"
LAW,"LAW3220Claggett, Edward Ray",41%,45.50%,11%,1%,0%,0%,0%,1%,0%,3220,"Claggett, Edward Ray"
LAW,"LAW3220Edwards, Christopher Michael",58.50%,36%,4%,0%,0%,0%,0%,2%,0%,3220,"Edwards, Christopher Michael"
LAW,"LAW3220Edwards, Frances L",62.50%,27.50%,5.50%,2%,0%,0%,0%,2%,0%,3220,"Edwards, Frances L"
LAW,"LAW3220Jahn, Judson R",50.33%,33.33%,13.67%,1.33%,0.67%,0%,0%,0.67%,0%,3220,"Jahn, Judson R"
LAW,"LAW3220Toussaint, Kenneth Scott",21%,44%,27.33%,4.33%,2%,0%,0%,1.33%,0%,3220,"Toussaint, Kenneth Scott"
LAW,"LAW3220Ward-Vaughn, Virginia LS",25.50%,42.50%,15%,4.25%,7.50%,0%,0%,4.50%,1.25%,3220,"Ward-Vaughn, Virginia LS"
LAW,Real Estate Law,26%,49%,21%,3%,0%,0%,0%,3%,0%,3330,"Toussaint, Kenneth Scott"
LAW,International Business Law,41%,52%,4%,0%,0%,0%,0%,2%,0%,4200,"Edwards, Frances L"
LAW,Law Real Estate Prof,43%,43%,14%,0%,0%,0%,0%,0%,0%,8480,"Brearley, Michael Lewis"
LIH,Introduction to L&IH,0%,0%,0%,0%,0%,100%,0%,0%,0%,1270,"Peebles, Kelly Digby"
LIH,Internship Abroad Prep Se,0%,0%,0%,0%,0%,100%,0%,0%,0%,3990,"Sherry, Julia Caroline"
LS,Intro to Volleyball,86%,5%,0%,0%,0%,0%,0%,10%,0%,1000,"Bardusk, Kelly Lynn"
LS,Intermediate Top Rope,79%,0%,0%,0%,0%,0%,0%,21%,0%,1000,"Caldwell, Thomas P"
LS,"LS1000Gahan, Renee Warren",81%,4.50%,2%,2%,2.50%,0%,0%,7.50%,0%,1000,"Gahan, Renee Warren"
LS,"LS1560Cirocco, Dominic E",77.50%,9%,9%,0%,4%,0%,0%,0%,0%,1560,"Cirocco, Dominic E"
LS,Riflery,83%,0%,0%,0%,8%,0%,0%,8%,0%,1560,"Cox, Hubert L"
LS,Archery,87%,0%,0%,0%,0%,0%,0%,13%,0%,1580,"Newell, David Joseph"
LS,Whitewater Kayaking,69%,15%,8%,0%,0%,0%,0%,8%,0%,1640,"Wrenn, Cara Jill"
LS,Inland Kayak Touring,80%,10%,0%,0%,0%,0%,0%,10%,0%,1650,"Jilson, Tristan C"
LS,Bowling,89%,4%,4%,0%,0%,0%,0%,4%,0%,1850,"Carter, Madison Workman"
LS,Bowling,89%,0%,0%,4%,0%,0%,0%,7%,0%,1850,"Cato, Megan Elizabeth"
LS,"LS1870Wetzel, Andrew Scott",72%,13%,2%,2%,4.33%,0%,0%,7.33%,0%,1870,"Wetzel, Andrew Scott"
LS,Intro to Billiards,86%,7%,0%,0%,0%,0%,0%,7%,0%,1960,"Marcus, Stacey Rose"
LS,Learn to Dance,83%,0%,0%,6%,6%,0%,0%,6%,0%,2100,"Bernabe, Gillian"
LS,"LS2180Adams, Dennis Ray",89%,0%,0%,0%,0%,0%,0%,11.50%,0%,2180,"Adams, Dennis Ray"
LS,Intro to Swing Dance,86%,5%,0%,0%,0%,0%,0%,9%,0%,2270,"Hoke, Paul E"
LS,"LS2320Moreno, Diane F",71.80%,17%,0%,0%,4.60%,0%,0%,6.80%,0%,2320,"Moreno, Diane F"
LS,"LS2350Cato, Megan Elizabeth",89.33%,5.33%,1.33%,2.67%,0%,0%,0%,1.33%,0%,2350,"Cato, Megan Elizabeth"
LS,Basic Yoga,78%,4%,17%,0%,0%,0%,0%,0%,0%,2350,"Gahan, Renee Warren"
LS,Basic Yoga,88%,4%,0%,4%,0%,0%,0%,4%,0%,2350,"Segura, Brandy L"
LS,Power/Ashtanga Yoga,92%,0%,0%,0%,4%,0%,0%,4%,0%,2360,"Cato, Megan Elizabeth"
LS,Vinyasa Flow Yoga,53%,24%,6%,0%,6%,0%,0%,12%,0%,2380,"Martinez, Nicole Elizabeth"
LS,Vinyasa Flow Yoga,91%,0%,0%,4%,0%,0%,0%,4%,0%,2380,"Segura, Brandy L"
LS,"LS2420Gahan, Renee Warren",74.50%,14.50%,2.25%,1%,0%,0%,0%,8%,0%,2420,"Gahan, Renee Warren"
LS,Meditation and Relax,91%,0%,0%,0%,0%,0%,0%,9%,0%,2420,"Wrenn, Cara Jill"
LS,"LS2450Moreno, Diane F",89.50%,8.50%,0%,0%,0%,0%,0%,2%,0%,2450,"Moreno, Diane F"
LS,Marathon Training,88%,12%,0%,0%,0%,0%,0%,0%,0%,2500,"Dunn, John Walston"
LS,Wilderness First Aid,88%,0%,0%,0%,0%,0%,0%,12%,0%,2780,"Loomis, Christopher Michael"
LS,Wilderness First Aid,78%,11%,0%,0%,0%,0%,0%,11%,0%,2780,"Turke, Emily Grace"
LS,Outdoor Leadership,73%,27%,0%,0%,0%,0%,0%,0%,0%,2910,"Turke, Emily Grace"
MATH,Essen Math for Informed S,11%,29%,20%,18%,13%,0%,0%,7%,2%,1010,"De Castro, Amy G"
MATH,"MATH1010Mangum, Chad Robert",12.67%,29%,24%,14.33%,10.67%,0%,0%,9.33%,0%,1010,"Mangum, Chad Robert"
MATH,Business Calculus I,19%,21%,36%,7%,14%,0%,0%,2%,0%,1020,"Alvarez, Travis R"
MATH,Business Calculus I,60%,29%,2%,2%,0%,0%,0%,7%,0%,1020,"Dunivin, Jeremiah"
MATH,Business Calculus I,20%,30%,17%,17%,10%,0%,0%,6%,0%,1020,"Fontes, Nathan S"
MATH,Business Calculus I,10%,36%,36%,8%,5%,0%,0%,5%,0%,1020,"Goswami, Rakhi"
MATH,Business Calculus I,17%,37%,29%,2%,0%,0%,0%,15%,0%,1020,"Hanna, Marion L"
MATH,Business Calculus I,2%,14%,32%,32%,16%,0%,0%,2%,2%,1020,"Li, Jax Y"
MATH,Business Calculus I,24%,27%,15%,15%,12%,0%,0%,7%,0%,1020,"Li, Yezhuo"
MATH,Business Calculus I,12%,24%,31%,21%,7%,0%,0%,5%,0%,1020,"Maibach, Sydney M"
MATH,Business Calculus I,9%,5%,27%,14%,32%,0%,0%,14%,0%,1020,"Melton, Tyler"
MATH,Business Calculus I,17%,17%,33%,10%,10%,0%,0%,14%,0%,1020,"Mertin, Alec"
MATH,Business Calculus I,19%,17%,40%,7%,12%,0%,0%,2%,2%,1020,"Moles, Grant L"
MATH,Business Calculus I,24%,26%,24%,7%,5%,0%,0%,14%,0%,1020,"Palmer, James W"
MATH,"MATH1020Simms, Donna M",16%,24.50%,27.50%,13.50%,8.50%,0%,0%,10%,1%,1020,"Simms, Donna M"
MATH,Business Calculus I,19%,38%,24%,7%,5%,0%,0%,7%,0%,1020,"Swanson, Joseph E"
MATH,Business Calculus I,3%,18%,28%,17%,17%,0%,0%,16%,1%,1020,"Visser, James McKay"
MATH,Business Calculus I,10%,12%,22%,20%,24%,0%,0%,12%,0%,1020,"Yates, Kyle J"
MATH,Elementary Functions,17%,37%,20%,6%,11%,0%,0%,9%,0%,1030,"Costanzo, David Gabriel"
MATH,"MATH1040Lee, Hwan Hee",0%,0%,0%,0%,0%,55%,40.67%,4.33%,0%,1040,"Lee, Hwan Hee"
MATH,Precalc & Intro Differen Ca,0%,0%,0%,0%,0%,66%,30%,4%,0%,1040,"McKay, Julianne"
MATH,"MATH1050Hanna, Jennifer Marie",0%,0%,0%,0%,0%,77.50%,14%,8.50%,0%,1050,"Hanna, Jennifer Marie"
MATH,Calculus of One Variable I,9%,23%,23%,5%,28%,0%,0%,12%,0%,1060,"Assis Machado, Roberto"
MATH,Calculus of One Variable I,7%,20%,40%,16%,16%,0%,0%,2%,0%,1060,"Byrd, Michael"
MATH,"MATH1060Costanzo, David Gabriel",13.50%,36%,31.50%,4.50%,9%,0%,0%,5.50%,0%,1060,"Costanzo, David Gabriel"
MATH,Calculus of One Variable I,5%,24%,21%,12%,21%,0%,0%,17%,0%,1060,"Faridian, Hossein"
MATH,"MATH1060Guest, Allen Anderson",7.67%,25.67%,24.67%,18.67%,18.33%,0%,0%,4%,1%,1060,"Guest, Allen Anderson"
MATH,Calculus of One Variable I,12%,48%,20%,10%,8%,0%,0%,0%,2%,1060,"Peele, Stephen D"
MATH,Differen and Integral Calcu,24%,51%,16%,7%,2%,0%,0%,0%,0%,1070,"Butterworth, Evan D."
MATH,"MATH1070Kenyon, Catherine Mary",34%,38.50%,22.50%,4.50%,0%,0%,0%,0%,0%,1070,"Kenyon, Catherine Mary"
MATH,"MATH1070Nguyen, Tony Thanh",32.33%,35.33%,25.67%,3.33%,1.67%,0%,0%,0.67%,0.67%,1070,"Nguyen, Tony Thanh"
MATH,"MATH1080Burr, Meredith Nicole",47%,24.50%,14.50%,4.50%,4.50%,0%,0%,5.50%,0%,1080,"Burr, Meredith Nicole"
MATH,"MATH1080Cawood, Mark E.",31%,26%,21.50%,11.50%,7.50%,0%,0%,4%,0%,1080,"Cawood, Mark E."
MATH,"MATH1080Long, Tony William",26.67%,36.33%,21.33%,3.67%,5%,0%,0%,7%,0%,1080,"Long, Tony William"
MATH,"MATH1080Parrott, Timothy Franklin",12.33%,15.33%,18.33%,11.67%,24%,0%,0%,18.33%,0%,1080,"Parrott, Timothy Franklin"
MATH,"MATH1080Scott, Bradley K.",27.33%,31%,20%,8.33%,5%,0%,0%,8.33%,0%,1080,"Scott, Bradley K."
MATH,"MATH1080Vagnozzi, Anna Marie",33%,25%,22%,5.50%,6.50%,0%,0%,8.50%,0%,1080,"Vagnozzi, Anna Marie"
MATH,Contemp Math for Elem T,63%,33%,4%,0%,0%,0%,0%,0%,0%,1150,"Lanning, Rachel Bass"
MATH,"MATH1160Carreras Jusino, Angel M",72.33%,12.67%,12.33%,0%,2%,0%,0%,0%,1%,1160,"Carreras Jusino, Angel M"
MATH,"MATH1990Hanna, Marion L",0%,0%,0%,0%,0%,94.50%,3.50%,2%,1%,1990,"Hanna, Marion L"
MATH,Calculus of Several Variabl,26%,19%,31%,7%,7%,0%,0%,7%,2%,2060,"Scruggs, Scott R"
MATH,"MATH2060Teitloff, Timothy Charles",30.50%,24.50%,29%,5.50%,6.50%,0%,0%,4%,0.50%,2060,"Teitloff, Timothy Charles"
MATH,"MATH2060Xu, Yibo",25.50%,47.50%,21%,2.50%,0%,0%,0%,3.50%,0%,2060,"Xu, Yibo"
MATH,Business Calculus II,31%,24%,24%,7%,7%,0%,0%,7%,0%,2070,"Fenstermacher, Todd"
MATH,Business Calculus II,33%,42%,13%,7%,4%,0%,0%,0%,0%,2070,"Hawkins, Elizabeth Viola"
MATH,Business Calculus II,23%,47%,21%,5%,2%,0%,0%,2%,0%,2070,"Mahama, Abdul Salam"
MATH,"MATH2070Moose, Aaron Taylor",30%,28.33%,18.33%,9.67%,8.33%,0%,0%,4.67%,0%,2070,"Moose, Aaron Taylor"
MATH,Business Calculus II,28%,28%,22%,13%,5%,0%,0%,4%,0%,2070,"Murphy, Eva"
MATH,"MATH2070Newton, Jennifer Ray",34%,34.50%,15%,10.50%,1%,0%,0%,5%,0%,2070,"Newton, Jennifer Ray"
MATH,Business Calculus II,33%,31%,16%,13%,2%,0%,0%,4%,0%,2070,"Pangia, Andrew C"
MATH,Business Calculus II,63%,27%,7%,2%,0%,0%,0%,0%,0%,2070,"Savary, Kristen M"
MATH,Business Calculus II,27%,20%,36%,9%,4%,0%,0%,4%,0%,2070,"Smith, Rodrigo Latimore"
MATH,Business Calculus II,45%,26%,15%,8%,4%,0%,0%,2%,0%,2070,"Soriano, Emma"
MATH,Business Calculus II,70%,23%,7%,0%,0%,0%,0%,0%,0%,2070,"Van Dyken, Jennifer E"
MATH,Business Calculus II,27%,29%,15%,5%,12%,0%,0%,12%,0%,2070,"Zhu, Daozhou"
MATH,"MATH2080Alekseeva, Sofya",75.50%,17.50%,3.50%,1%,2%,0%,0%,1%,0%,2080,"Alekseeva, Sofya"
MATH,"MATH2080Lassiter, Julie B",41%,47.50%,7.50%,3.50%,0%,0%,0%,0%,0%,2080,"Lassiter, Julie B"
MATH,Intro to Ordin Diff Equatio,41%,36%,11%,2%,2%,0%,0%,7%,0%,2080,"Stockdale, Cody Bullett"
MATH,"MATH2080Viktorova, Irina V.",54%,30%,9%,2.50%,1.50%,0%,0%,2.50%,0.50%,2080,"Viktorova, Irina V."
MATH,Geometry for Elem Sch Te,50%,25%,8%,0%,0%,0%,0%,17%,0%,2160,"Carreras Jusino, Angel M"
MATH,Introduction to Cryptograp,68%,14%,0%,0%,9%,0%,0%,9%,0%,2190,"Assis Machado, Roberto"
MATH,"MATH3020Watkins, Seth Quentin",81.50%,14.50%,1%,0%,2%,0%,0%,1%,0%,3020,"Watkins, Seth Quentin"
MATH,Stat for Science & Engineer,75%,17%,6%,0%,0%,0%,0%,3%,0%,3020,"Wierzbicki, Michael Shawn"
MATH,Linear Algebra,29%,21%,18%,5%,18%,0%,0%,8%,0%,3110,"Gao, Xuhong"
MATH,"MATH3110Ramiharimanana, Nantsoina Cynthia",48.50%,25.50%,15.50%,3.50%,3%,0%,0%,4%,0%,3110,"Ramiharimanana, Nantsoina Cynthia"
MATH,Linear Algebra,36%,40%,10%,2%,7%,0%,0%,5%,0%,3110,"Watkins, Seth Quentin"
MATH,Introduction to Proof,37%,26%,22%,15%,0%,0%,0%,0%,0%,3190,"Breen, Benjamin Kibort"
MATH,Introduction to Proof,13%,26%,30%,0%,17%,0%,0%,13%,0%,3190,"Xue, Hui"
MATH,"MATH3650Xue, Fei",37%,21.50%,25%,3.50%,7.50%,0%,0%,6%,0%,3650,"Xue, Fei"
MATH,Numerical Mthds for Engin,50%,11%,22%,0%,17%,0%,0%,0%,0%,3650,"Zhang, Jiaqi"
MATH,Theory of Probability,40%,20%,29%,0%,6%,0%,0%,3%,3%,4000,"Fralix, Brian H."
MATH,Theory of Probability,33%,33%,17%,3%,7%,0%,0%,7%,0%,4000,"Kiessler, Peter C"
MATH,Intro to Statistical Theory,67%,20%,10%,3%,0%,0%,0%,0%,0%,4030,"Kunkel, Deborah Elizabeth"
MATH,Regress & Time-Series Ana,56%,25%,0%,13%,0%,0%,0%,6%,0%,4070,"Gallagher, Colin M"
MATH,Algebra I,22%,16%,41%,5%,8%,0%,0%,8%,0%,4120,"Macauley, Matthew"
MATH,Discrete Math Structures I,31%,19%,19%,6%,0%,0%,0%,25%,0%,4190,"Coykendall, James Barker"
MATH,Discrete Math Structures I,48%,33%,19%,0%,0%,0%,0%,0%,0%,4190,"Ramiharimanana, Nantsoina Cynthia"
MATH,Theory of Interest,13%,20%,33%,27%,0%,0%,0%,7%,0%,4310,"Walker, S Erwin"
MATH,"MATH4340Ervin, Vincent J",18.50%,24%,19%,15%,16.50%,0%,0%,8%,0%,4340,"Ervin, Vincent J"
MATH,Linear Programming,40%,13%,10%,20%,3%,0%,0%,13%,0%,4400,"Wiecek, Margaret Maria"
MATH,Intro to Mathematical Mo,44%,39%,11%,0%,0%,0%,0%,6%,0%,4500,"Macauley, Matthew"
MATH,Advanced Calculus I,20%,28%,16%,20%,12%,0%,0%,4%,0%,4530,"Yoon, Jeong - Rock"
MATH,Advanced Calculus II,31%,21%,18%,23%,5%,0%,0%,3%,0%,4540,"Schmoll, Martin Johannes"
MATH,Intro to Numerical Analysis,18%,18%,36%,27%,0%,0%,0%,0%,0%,4600,"Jenkins, Eleanor W"
MATH,Professional Development,0%,0%,0%,0%,0%,100%,0%,0%,0%,4920,"Norton, Paran Rebekah"
MATH,Professional Development,0%,0%,0%,0%,0%,100%,0%,0%,0%,4920,"Simms, Donna M"
MATH,Professional Development,0%,0%,0%,0%,0%,100%,0%,0%,0%,4920,"Thomas, April L"
MATH,Creative Inq-Math Science,89%,0%,0%,0%,0%,0%,0%,11%,0%,4990,"Viktorova, Irina V."
MATH,Adv Engineering Mathema,33%,17%,17%,0%,33%,0%,0%,0%,0%,6340,"Ervin, Vincent J"
MATH,Adv Mathematical Progra,60%,20%,20%,0%,0%,0%,0%,0%,0%,6420,"Wiecek, Margaret Maria"
MATH,Stochastic Processes,40%,60%,0%,0%,0%,0%,0%,0%,0%,8030,"Cook, Keisha Jasmine"
MATH,Statistical Inference,55%,27%,9%,0%,0%,0%,0%,9%,0%,8040,"Zhang, Qiong"
MATH,Data Analysis,79%,17%,4%,0%,0%,0%,0%,0%,0%,8050,"Li, Xinyi"
MATH,Mathematical Programmin,75%,25%,0%,0%,0%,0%,0%,0%,0%,8100,"Hu, Hao"
MATH,Nonlinear Programming,75%,25%,0%,0%,0%,0%,0%,0%,0%,8110,"Yang, Boshi"
MATH,Linear Analysis,60%,20%,0%,0%,0%,0%,0%,20%,0%,8210,"Liu, Shitao"
MATH,Measure and Integration,67%,11%,11%,0%,11%,0%,0%,0%,0%,8220,"Schmoll, Martin Johannes"
MATH,Matrix Analysis,59%,12%,29%,0%,0%,0%,0%,0%,0%,8530,"Cartor, Ryann Rose"
MATH,Theory of Graphs,63%,26%,5%,0%,0%,0%,0%,5%,0%,8540,"Novick, Beth A"
MATH,Intro to Scientific Computi,38%,50%,13%,0%,0%,0%,0%,0%,0%,8600,"Lee, Hyesuk K"
MATH,Finite Element Method,0%,67%,0%,0%,0%,0%,0%,33%,0%,8660,"Mabuza, Sibusiso Samkele"
MATH,Prof Devel in Math Science,0%,0%,0%,0%,0%,100%,0%,0%,0%,9000,"Burr, Meredith Nicole"
MATH,Prof Devel in Math Science,0%,0%,0%,0%,0%,78%,0%,22%,0%,9000,"Sather-Wagstaff, Sean Michael"
MATH,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,9910,"McMahan, Christopher Steven"
MATH,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,9910,"Sather-Wagstaff, Sean Michael"
MBA,Operations Mgt,53%,39%,8%,0%,0%,0%,0%,0%,0%,8060,"Fredendall, Lawrence D"
MBA,"MBA8070Lockhart, George Brandon",33.50%,50.50%,14.50%,0%,1.50%,0%,0%,0%,0%,8070,"Lockhart, George Brandon"
MBA,Org Beh & Hum Res Mg,74%,21%,2%,0%,2%,0%,0%,0%,0%,8090,"Wallace, Julian Craig"
MBA,Bus Forecasting,73%,27%,0%,0%,0%,0%,0%,0%,0%,8170,"Atadeniz, Sukran Nilvana"
MBA,Intro to Acc and Fin,41%,53%,6%,0%,0%,0%,0%,0%,0%,8190,"McMillan, Jeffrey J"
MBA,"MBA8290Gibson, Joseph Renato",57%,41%,2%,0%,0%,0%,0%,0%,0%,8290,"Gibson, Joseph Renato"
MBA,Real Estate Investmt,61%,39%,0%,0%,0%,0%,0%,0%,0%,8330,"Devier, Charles Thomas"
MBA,Entrepreneurship & Ventur,42%,58%,0%,0%,0%,0%,0%,0%,0%,8400,"Prabhu, Prashant"
MBA,Entrepreneurial Accountin,74%,26%,0%,0%,0%,0%,0%,0%,0%,8430,"Madray, J Russell"
MBA,"MBA8440Toussaint, Kenneth Scott",35%,51%,9.50%,0%,0%,0%,0%,4.50%,0%,8440,"Toussaint, Kenneth Scott"
MBA,Technology & Innovation,67%,21%,4%,0%,8%,0%,0%,0%,0%,8450,"Mino, Michael George"
MBA,"MBA8500Patterson, Jamie",0%,0%,0%,0%,0%,100%,0%,0%,0%,8500,"Patterson, Jamie"
MBA,Bus Operations & Logistics,77%,16%,0%,0%,3%,0%,0%,0%,3%,8510,"Kivett, Dee Ann Wood"
MBA,"MBA8540Dalton, Derek W.",55.33%,44%,0%,0%,0%,0%,0%,0.67%,0%,8540,"Dalton, Derek W."
MBA,Mgr Decision Model,53%,34%,8%,0%,0%,0%,0%,5%,0%,8590,"Sava, Magda Gabriela"
MBA,"MBA8600Gibson, Joseph Renato",83.50%,15.50%,0%,0%,1%,0%,0%,0%,0%,8600,"Gibson, Joseph Renato"
MBA,Advanced Marketing Strat,58%,32%,5%,0%,0%,0%,0%,5%,0%,8600,"Nath, Pravin"
MBA,"MBA8610Purvis, Russell L.",58%,36%,2.50%,0%,3.50%,0%,0%,0%,0%,8610,"Purvis, Russell L."
